population,generation,biological_sample,bio_id,Ala,Arg,Asn,Asp,Gln,Glu,Gly,His,Ile,Leu,Lys,Met,Phe,Pro,Ser,Trp,Thr,Tyr,Val,Cys,Total_FAA,Proline_fraction,Asn_fraction,Asp_fraction,Gln_fraction,Glu_fraction,N_rich_FAA_pool
Indian Chief,G14,IC14_8,8,0.9206666666666666,0.15633333333333335,1.1366666666666667,0.9806666666666667,0.043666666666666666,0.7873333333333333,0.22433333333333333,0.20533333333333334,0.048,0.07200000000000001,0.6763333333333333,0.028666666666666667,0.05733333333333333,5.277,0.22433333333333333,0.062,0.115,0.233,0.13733333333333334,0.009333333333333332,11.395333333333335,0.46308430351605917,0.09974843503188438,0.08605862048791901,0.0038319780026911596,0.0690926110103551,2.2183333333333337
Indian Chief,G14,IC14_9,9,0.977,0.07833333333333334,0.7583333333333333,0.8823333333333334,0.15833333333333333,0.9603333333333333,0.19866666666666669,0.12200000000000001,0.054,0.093,0.18433333333333332,0.034,0.058666666666666666,8.083,0.18566666666666665,0.049,0.11699999999999999,0.20400000000000001,0.10866666666666666,0.015,13.321666666666667,0.6067559114224946,0.056924809208057044,0.06623295383460528,0.011885399724759164,0.072088077067434,1.3013333333333335
Jarvis,G0,JV0_14,14,0.8086666666666666,0.18133333333333335,2.0020000000000002,0.606,0.035333333333333335,0.6326666666666667,0.15133333333333335,0.20566666666666666,0.060333333333333336,0.075,0.33266666666666667,0.025333333333333333,0.08033333333333334,2.629,0.151,0.10033333333333333,0.14066666666666666,0.191,0.14533333333333334,0.015,8.569,0.306803594351733,0.23363286264441593,0.0707200373439141,0.004123390516201812,0.07383203018633057,2.7570000000000006
Jarvis,G0,JV0_15,15,1.7943333333333333,0.08366666666666667,0.9236666666666666,1.3153333333333335,1.2266666666666666,1.9616666666666667,0.31733333333333336,0.12766666666666665,0.06833333333333333,0.108,0.16766666666666666,0.06833333333333333,0.10333333333333333,8.197,0.631,0.04466666666666667,0.17133333333333334,0.16266666666666665,0.17733333333333334,0.015,17.665000000000003,0.46402490801018953,0.05228795169355598,0.07445985470327389,0.06944051325596753,0.11104821209548069,2.5293333333333337
Jarvis,G0,JV0_16,16,0.9443333333333334,0.097,1.3199999999999998,1.116,0.05366666666666667,0.8196666666666667,0.15166666666666667,0.11166666666666666,0.044,0.06266666666666666,0.17033333333333334,0.014666666666666666,0.058333333333333334,8.317,0.245,0.05333333333333333,0.13633333333333333,0.14600000000000002,0.122,0.014666666666666666,13.998333333333333,0.5941421597809263,0.09429694011191808,0.07972377664007621,0.0038337897368734375,0.058554589832122875,1.7526666666666666
Jarvis,G14,JV14_17,17,1.0663333333333334,0.07233333333333333,0.9163333333333333,1.486,0.030666666666666665,0.783,0.18066666666666667,0.12433333333333332,0.04666666666666667,0.051666666666666666,0.145,0.036,0.056666666666666664,3.138666666666667,0.15,0.07233333333333333,0.145,0.176,0.145,0.010333333333333333,8.833,0.3553341635533417,0.10373976376467037,0.16823276350050945,0.003471829125627382,0.08864485452281218,1.2886666666666666
Jarvis,G14,JV14_18,18,1.5,0.12766666666666665,1.665,1.3639999999999999,0.11333333333333334,1.0193333333333334,0.2563333333333333,0.18733333333333332,0.103,0.11800000000000001,0.24466666666666667,0.093,0.09333333333333334,6.961,0.2836666666666667,0.12766666666666665,0.13699999999999998,0.26366666666666666,0.21566666666666667,0.015,14.88866666666667,0.4675368289078941,0.1118300273138405,0.09161330766130836,0.007612053911252406,0.06846370841355841,2.3379999999999996
Jarvis,G14,JV14_19,19,1.0326666666666666,0.10066666666666667,2.0206666666666666,2.2426666666666666,0.065,1.3226666666666667,0.299,0.187,0.08066666666666666,0.07066666666666667,0.19666666666666668,0.025333333333333333,0.05566666666666666,1.6843333333333335,0.4356666666666667,0.050666666666666665,0.13666666666666666,0.21233333333333335,0.17133333333333334,0.01,10.400333333333332,0.16194993750200318,0.19428864459472453,0.21563411429120863,0.006249799685907504,0.12717541104451782,2.57
Jarvis,G14,JV14_20,20,0.872,0.08366666666666667,0.857,1.1436666666666666,0.02,0.8873333333333333,0.207,0.133,0.059333333333333335,0.06433333333333333,0.12333333333333334,0.03966666666666666,0.05433333333333333,1.8173333333333332,0.2663333333333333,0.04933333333333333,0.10833333333333334,0.17733333333333332,0.12333333333333334,0.015,7.101666666666665,0.25590237033560204,0.12067589767660176,0.16104200891809436,0.0028162403191739037,0.12494719549401552,1.217
Jarvis,G14,JV14_21,21,1.1836666666666666,0.08766666666666667,1.1316666666666666,1.3673333333333333,0.06166666666666667,1.086,0.12366666666666666,0.15433333333333335,0.062,0.067,0.175,0.035666666666666666,0.062,2.7696666666666667,0.24700000000000003,0.067,0.14933333333333335,0.206,0.19033333333333333,0.005333333333333334,9.232333333333333,0.299996389500668,0.12257645232335632,0.14810268260100373,0.0066794237643066036,0.11763006823843739,1.6103333333333336
Jarvis,G14,JV14_22,22,0.7736666666666667,0.08066666666666666,0.7583333333333333,0.5213333333333333,0.09999999999999999,0.417,0.176,0.15066666666666667,0.050333333333333334,0.05533333333333333,0.14600000000000002,0.045,0.04566666666666667,1.5010000000000001,0.332,0.07033333333333333,0.15066666666666667,0.13566666666666666,0.12566666666666665,0.015333333333333332,5.650666666666666,0.2656323737612082,0.13420245398773006,0.09226050023596037,0.017697026899480887,0.07379660217083531,1.2356666666666667
Jarvis,G14,JV14_23,23,1.3233333333333333,0.14066666666666666,1.2276666666666667,1.1949999999999998,0.09566666666666666,0.5306666666666666,0.39866666666666667,0.20866666666666667,0.11666666666666667,0.09266666666666666,0.2866666666666667,0.068,0.10200000000000001,2.965666666666667,0.492,0.09666666666666666,0.14266666666666666,0.37866666666666665,0.233,0.014666666666666666,10.109666666666666,0.29334959939331995,0.12143493026476311,0.11820369942958883,0.009462890303010322,0.05249101519997362,1.9593333333333334
Jarvis,G14,JV14_24,24,1.0556666666666668,0.19433333333333333,1.2773333333333334,1.2833333333333334,0.06066666666666667,0.5986666666666667,0.27166666666666667,0.26066666666666666,0.09966666666666667,0.065,0.39366666666666666,0.04933333333333333,0.05466666666666667,6.161666666666666,0.4063333333333333,0.059666666666666666,0.26,0.20933333333333334,0.14466666666666667,0.015,12.921333333333333,0.47685997317098333,0.09885460736766073,0.0993189557321226,0.004695077907336705,0.046331647920751215,2.1866666666666665
